id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size
744,4,8,Intel Core i7-4700HQ,i7-4700HQ,2013-05-01,22,5,2400,3400,,6144,47,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/75116/intel-core-i74700hq-processor-6m-cache-up-to-3-40-ghz.html,Mobile,33554432,Discontinued,100,75116,37.5mm x 32mm x 1.6mm
745,2,4,Intel Core i7-4650U,i7-4650U,2013-08-01,22,5,1700,3300,,4096,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75114/intel-core-i74650u-processor-4m-cache-up-to-3-30-ghz.html,Mobile,16777216,Launched,100,75114,40mm x 24mm x 1.5mm
746,6,12,Intel Core i5-11500H,i5-11500H,2021-05-01,10,8,,4600,2900,12288,,45,,"",FCBGA1787,Up to 3200 MT/s,https://ark.intel.com/content/www/us/en/ark/products/213804/intel-core-i511500h-processor-12m-cache-up-to-4-60-ghz.html,Mobile,134217728,Launched,100,213804,50 x 26.5
747,6,12,Intel Core i5-11600T,i5-11600T,2021-02-01,14,8,1700,4100,,12288,35,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212278/intel-core-i511600t-processor-12m-cache-up-to-4-10-ghz.html,Desktop,134217728,Launched,100,212278,37.5 mm x 37.5 mm
748,6,12,Intel Core i5-11500,i5-11500,2021-02-01,14,8,2700,4600,,12288,65,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212277/intel-core-i511500-processor-12m-cache-up-to-4-60-ghz.html,Desktop,134217728,Launched,100,212277,37.5 mm x 37.5 mm
749,6,12,Intel Core i5-11600KF,i5-11600KF,2021-02-01,14,8,3900,4900,,12288,125,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212276/intel-core-i511600kf-processor-12m-cache-up-to-4-90-ghz.html,Desktop,134217728,Launched,100,212276,37.5 mm x 37.5 mm
750,6,12,Intel Core i5-11600K,i5-11600K,2021-02-01,14,8,3900,4900,,12288,125,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212275/intel-core-i511600k-processor-12m-cache-up-to-4-90-ghz.html,Desktop,134217728,Launched,100,212275,37.5 mm x 37.5 mm
751,6,12,Intel Core i5-11600,i5-11600,2021-02-01,14,8,2800,4800,,12288,65,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212274/intel-core-i511600-processor-12m-cache-up-to-4-80-ghz.html,Desktop,134217728,Launched,100,212274,37.5 mm x 37.5 mm
752,6,12,Intel Core i5-11400T,i5-11400T,2021-02-01,14,8,1300,3700,,12288,35,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212273/intel-core-i511400t-processor-12m-cache-up-to-3-70-ghz.html,Desktop,134217728,Launched,100,212273,37.5 mm x 37.5 mm
753,6,12,Intel Core i5-11500T,i5-11500T,2021-02-01,14,8,1500,3900,,12288,35,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212272/intel-core-i511500t-processor-12m-cache-up-to-3-90-ghz.html,Desktop,134217728,Launched,100,212272,37.5 mm x 37.5 mm
754,6,12,Intel Core i5-11400F,i5-11400F,2021-02-01,14,8,2600,4400,,12288,65,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212271/intel-core-i511400f-processor-12m-cache-up-to-4-40-ghz.html,Desktop,134217728,Launched,100,212271,37.5 mm x 37.5 mm
755,6,12,Intel Core i5-11400,i5-11400,2021-02-01,14,8,2600,4400,,12288,65,,,"",FCLGA1200,DDR4-3200,https://ark.intel.com/content/www/us/en/ark/products/212270/intel-core-i511400-processor-12m-cache-up-to-4-40-ghz.html,Desktop,134217728,Launched,100,212270,37.5 mm x 37.5 mm
756,6,12,Intel Core i5-10400F,i5-10400F,2020-05-01,14,8,2900,4300,,12288,65,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199278/intel-core-i510400f-processor-12m-cache-up-to-4-30-ghz.html,Desktop,134217728,Launched,100,199278,37.5mm x 37.5mm
757,6,12,Intel Core i5-10500,i5-10500,2020-05-01,14,8,3100,4500,,12288,65,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199277/intel-core-i510500-processor-12m-cache-up-to-4-50-ghz.html,Desktop,134217728,Launched,100,199277,37.5mm x 37.5mm
758,6,12,Intel Core i5-10400T,i5-10400T,2020-05-01,14,8,2000,3600,,12288,35,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199276/intel-core-i510400t-processor-12m-cache-up-to-3-60-ghz.html,Desktop,134217728,Launched,100,199276,37.5mm x 37.5mm
759,6,12,Intel Core i5-10500T,i5-10500T,2020-05-01,14,8,2300,3800,,12288,35,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199275/intel-core-i510500t-processor-12m-cache-up-to-3-80-ghz.html,Desktop,134217728,Launched,100,199275,37.5mm x 37.5mm
760,6,12,Intel Core i5-10600,i5-10600,2020-05-01,14,8,3300,4800,,12288,65,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199273/intel-core-i510600-processor-12m-cache-up-to-4-80-ghz.html,Desktop,134217728,Launched,100,199273,37.5mm x 37.5mm
761,6,12,Intel Core i5-10400,i5-10400,2020-05-01,14,8,2900,4300,,12288,65,,,"",FCLGA1200,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/199271/intel-core-i510400-processor-12m-cache-up-to-4-30-ghz.html,Desktop,134217728,Launched,100,199271,37.5mm x 37.5mm
762,4,8,Intel Core i5-1035G1,i5-1035G1,2019-08-01,10,4,1000,3600,1200,6144,15,25,,"",FCBGA1526,"DDR4-3200, LPDDR4-3733",https://ark.intel.com/content/www/us/en/ark/products/196603/intel-core-i51035g1-processor-6m-cache-up-to-3-60-ghz.html,Mobile,67108864,Launched,100,196603,50mm x 25mm
763,4,8,Intel Core i5-10210Y,i5-10210Y,2019-08-01,14,4,1000,4000,1300,6144,7,9,,"",UTFCBGA1377,"LPDDR3-2133, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/196454/intel-core-i510210y-processor-6m-cache-up-to-4-00-ghz.html,Mobile,16777216,Launched,100,196454,26.5mm x 18.5mm
764,4,8,Intel Core i5-10310Y,i5-10310Y,2019-08-01,14,4,1100,4100,1400,6144,7,9,,"",UTFCBGA1377,"LPDDR3-2133, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/196453/intel-core-i510310y-processor-6m-cache-up-to-4-10-ghz.html,Mobile,16777216,Discontinued,100,196453,26.5mm x 18.5mm
765,6,6,Intel Core i5-9500TE,i5-9500TE,2019-05-01,14,8,2200,3600,,9216,35,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/195327/intel-core-i59500te-processor-9m-cache-up-to-3-60-ghz.html,Embedded,134217728,Launched,100,195327,37.5mm x 37.5mm
766,6,6,Intel Core i5-9500E,i5-9500E,2019-05-01,14,8,3000,4200,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/195324/intel-core-i59500e-processor-9m-cache-up-to-4-20-ghz.html,Embedded,134217728,Launched,100,195324,37.5mm x 37.5mm
767,4,8,Intel Core i5-9300HF,i5-9300HF,2019-05-01,14,8,2400,4100,,8192,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/191080/intel-core-i59300hf-processor-8m-cache-up-to-4-10-ghz.html,Mobile,134217728,Launched,100,191080,42mm x 28mm
768,4,8,Intel Core i5-9400H,i5-9400H,2019-05-01,14,8,2500,4300,,8192,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/191078/intel-core-i59400h-processor-8m-cache-up-to-4-30-ghz.html,Mobile,134217728,Launched,100,191078,42mm x 28mm
769,4,8,Intel Core i5-9300H,i5-9300H,2019-05-01,14,8,2400,4100,,8192,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/191075/intel-core-i59300h-processor-8m-cache-up-to-4-10-ghz.html,Mobile,134217728,Launched,100,191075,42mm x 28mm
770,6,6,Intel Core i5-9500T,i5-9500T,2019-05-01,14,8,2200,3700,,9216,35,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191052/intel-core-i59500t-processor-9m-cache-up-to-3-70-ghz.html,Desktop,134217728,Launched,100,191052,37.5mm x 37.5mm
771,6,6,Intel Core i5-9600T,i5-9600T,2019-05-01,14,8,2300,3900,,9216,35,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191051/intel-core-i59600t-processor-9m-cache-up-to-3-90-ghz.html,Desktop,134217728,Launched,100,191051,37.5mm x 37.5mm
772,6,6,Intel Core i5-9500F,i5-9500F,2019-05-01,14,8,3000,4400,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/190890/intel-core-i59500f-processor-9m-cache-up-to-4-40-ghz.html,Desktop,134217728,Launched,100,190890,37.5mm x 37.5mm
773,6,6,Intel Core i5-9600KF,i5-9600KF,2019-02-01,14,8,3700,4600,,9216,95,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/190884/intel-core-i59600kf-processor-9m-cache-up-to-4-60-ghz.html,Desktop,134217728,Launched,100,190884,37.5mm x 37.5mm
774,6,6,Intel Core i5-9400F,i5-9400F,2019-02-01,14,8,2900,4100,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/190883/intel-core-i59400f-processor-9m-cache-up-to-4-10-ghz.html,Desktop,134217728,Launched,100,190883,37.5mm x 37.5mm
775,6,6,Intel Core i5-9600,i5-9600,2019-05-01,14,8,3100,4600,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134900/intel-core-i59600-processor-9m-cache-up-to-4-60-ghz.html,Desktop,134217728,Launched,100,134900,37.5mm x 37.5mm
776,6,6,Intel Core i5-9400,i5-9400,2019-02-01,14,8,2900,4100,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134898/intel-core-i59400-processor-9m-cache-up-to-4-10-ghz.html,Desktop,134217728,Launched,100,134898,37.5mm x 37.5mm
777,6,6,Intel Core i5-9600K,i5-9600K,2018-11-01,14,8,3700,4600,,9216,95,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134896/intel-core-i59600k-processor-9m-cache-up-to-4-60-ghz.html,Desktop,134217728,Launched,100,134896,37.5mm x 37.5mm
778,2,4,Intel Core i3-4350T,i3-4350T,2014-05-01,22,5,3100,,,4096,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77492/intel-core-i34350t-processor-4m-cache-3-10-ghz.html,Desktop,33554432,Launched,66.4,77492,37.5mm x 37.5mm
779,2,4,Intel Core i3-4350,i3-4350,2014-05-01,22,5,3600,,,4096,54,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77491/intel-core-i34350-processor-4m-cache-3-60-ghz.html,Desktop,33554432,Discontinued,72,77491,37.5mm x 37.5mm
780,2,4,Intel Core i3-4170,i3-4170,2015-02-01,22,5,3700,,,3072,54,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77490/intel-core-i34170-processor-3m-cache-3-70-ghz.html,Desktop,33554432,Discontinued,72,77490,37.5mm x 37.5mm
781,2,4,Intel Core i3-4160T,i3-4160T,2014-08-01,22,5,3100,,,3072,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77489/intel-core-i34160t-processor-3m-cache-3-10-ghz.html,Desktop,33554432,Discontinued,66.4,77489,37.5mm x 37.5mm
782,2,4,Intel Core i3-4160,i3-4160,2014-08-01,22,5,3600,,,3072,54,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77488/intel-core-i34160-processor-3m-cache-3-60-ghz.html,Desktop,33554432,Discontinued,72,77488,37.5mm x 37.5mm
783,2,4,Intel Core i3-4150T,i3-4150T,2014-05-01,22,5,3000,,,3072,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77487/intel-core-i34150t-processor-3m-cache-3-00-ghz.html,Desktop,33554432,Discontinued,66.4,77487,37.5mm x 37.5mm
784,2,4,Intel Core i3-4150,i3-4150,2014-05-01,22,5,3500,,,3072,54,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77486/intel-core-i34150-processor-3m-cache-3-50-ghz.html,Desktop,33554432,Discontinued,72,77486,37.5mm x 37.5mm
785,2,4,Intel Core i3-4110M,i3-4110M,2014-05-01,22,5,2600,,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/77483/intel-core-i34110m-processor-3m-cache-2-60-ghz.html,Mobile,33554432,Discontinued,100,77483,37.5mm x 37.5mm x 4.7mm
786,2,4,Intel Core i3-4130T,i3-4130T,2013-08-01,22,5,2900,,,3072,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77481/intel-core-i34130t-processor-3m-cache-2-90-ghz.html,Desktop,33554432,Discontinued,66.4,77481,37.5mm x 37.5mm
787,2,4,Intel Core i3-4130,i3-4130,2013-08-01,22,5,3400,,,3072,54,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/77480/intel-core-i34130-processor-3m-cache-3-40-ghz.html,Desktop,33554432,Discontinued,72,77480,37.5mm x 37.5mm
788,2,4,Intel Core i3-4020Y,i3-4020Y,2013-08-01,22,5,1500,,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76609/intel-core-i34020y-processor-3m-cache-1-50-ghz.html,Mobile,16777216,Discontinued,100,76609,40mm x 24mm x 1.5mm
789,2,4,Intel Core i3-4012Y,i3-4012Y,2013-08-01,22,5,1500,,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76608/intel-core-i34012y-processor-3m-cache-1-50-ghz.html,Mobile,16777216,Discontinued,100,76608,40mm x 24mm x 1.5mm
790,2,4,Intel Core i3-4100M,i3-4100M,2013-11-01,22,5,2500,,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76346/intel-core-i34100m-processor-3m-cache-2-50-ghz.html,Mobile,33554432,Discontinued,100,76346,37.5mm x 37.5mm x 4.7mm
791,2,4,Intel Core i3-4102E,i3-4102E,2013-08-01,22,5,1600,,,3072,25,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76294/intel-core-i34102e-processor-3m-cache-1-60-ghz.html,Embedded,16777216,Launched,100,76294,37.5mm x 32mm x 1.6mm
792,2,4,Intel Core i3-4100E,i3-4100E,2013-08-01,22,5,2400,,,3072,37,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76293/intel-core-i34100e-processor-3m-cache-2-40-ghz.html,Embedded,16777216,Launched,100,76293,37.5mm x 32mm x 1.6mm
793,2,4,Intel Core i3-4158U,i3-4158U,2013-08-01,22,5,2000,,,3072,28,,,"",FCBGA1168,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/75989/intel-core-i34158u-processor-3m-cache-2-00-ghz.html,Mobile,16777216,Discontinued,100,75989,40mm x 24mm x 1.5mm
794,2,4,Intel Core i3-4010Y,i3-4010Y,2013-08-01,22,5,1300,,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75988/intel-core-i34010y-processor-3m-cache-1-30-ghz.html,Mobile,16777216,Discontinued,100,75988,40mm x 24mm x 1.5mm
795,2,4,Intel Core i3-4100U,i3-4100U,2013-08-01,22,5,1800,,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75110/intel-core-i34100u-processor-3m-cache-1-80-ghz.html,Mobile,16777216,Discontinued,100,75110,40mm x 24mm x 1.5mm
796,2,4,Intel Core i3-4010U,i3-4010U,2013-08-01,22,5,1700,,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75107/intel-core-i34010u-processor-3m-cache-1-70-ghz.html,Mobile,16777216,Launched,100,75107,40mm x 24mm x 1.5mm
797,2,4,Intel Core i3-4005U,i3-4005U,2013-08-01,22,5,1700,,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75105/intel-core-i34005u-processor-3m-cache-1-70-ghz.html,Mobile,16777216,Discontinued,100,75105,40mm x 24mm x 1.5mm
798,2,4,Intel Core M-5Y10c,5Y10c,2014-11-01,14,,800,2000,1000,4096,4.5,6,,"",FCBGA1234,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/85234/intel-core-m5y10c-processor-4m-cache-up-to-2-00-ghz.html,Mobile,16777216,Discontinued,95,85234,30mm x 16.5mm
799,2,4,Intel Core M-5Y71,5Y71,2014-11-01,14,,1200,2900,1400,4096,4.5,6,,"",FCBGA1234,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/84672/intel-core-m5y71-processor-4m-cache-up-to-2-90-ghz.html,Mobile,16777216,Discontinued,95,84672,30mm x 16.5mm
800,2,4,Intel Core M-5Y51,5Y51,2014-11-01,14,,1100,2600,1300,4096,4.5,6,,"",FCBGA1234,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/84669/intel-core-m5y51-processor-4m-cache-up-to-2-60-ghz.html,Mobile,16777216,Discontinued,95,84669,30mm x 16.5mm
801,2,4,Intel Core M-5Y31,5Y31,2014-11-01,14,,900,2400,1100,4096,4.5,6,,"",FCBGA1234,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/84666/intel-core-m5y31-processor-4m-cache-up-to-2-40-ghz.html,Mobile,16777216,Discontinued,95,84666,30mm x 16.5mm
802,2,4,Intel Core i7-7500U,i7-7500U,2016-08-01,14,4,2700,3500,2900,4096,15,25,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/95451/intel-core-i77500u-processor-4m-cache-up-to-3-50-ghz.html,Mobile,33554432,Launched,100,95451,42mm X 24mm
803,2,4,Intel Core i7-7Y75,i7-7Y75,2016-08-01,14,4,1300,3600,1600,4096,4.5,7,,"",FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/95441/intel-core-i77y75-processor-4m-cache-up-to-3-60-ghz.html,Mobile,16777216,Launched,100,95441,20.5mm X 16.5mm
804,2,4,Intel Core i7-6600U,i7-6600U,2015-08-01,14,4,2600,3400,2800,4096,15,25,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/88192/intel-core-i76600u-processor-4m-cache-up-to-3-40-ghz.html,Mobile,33554432,Launched,100,88192,42mm X 24mm
805,2,4,Intel Core i7-5650U,i7-5650U,2015-02-01,14,5,2200,3100,,4096,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://ark.intel.com/content/www/us/en/ark/products/84995/intel-core-i75650u-processor-4m-cache-up-to-3-20-ghz.html,Mobile,16777216,Launched,105,84995,40mm x24mm x 1.3mm
806,2,4,Intel Core i7-5557U,i7-5557U,2015-02-01,14,5,3100,3400,,4096,28,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://ark.intel.com/content/www/us/en/ark/products/84993/intel-core-i75557u-processor-4m-cache-up-to-3-40-ghz.html,Mobile,16777216,Discontinued,105,84993,40mm x24mm x 1.3mm
807,2,4,Intel Core i7-5550U,i7-5550U,2015-02-01,14,5,2000,3000,,4096,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://ark.intel.com/content/www/us/en/ark/products/84992/intel-core-i75550u-processor-4m-cache-up-to-3-00-ghz.html,Mobile,16777216,Discontinued,105,84992,40mm x24mm x 1.3mm
808,2,4,Intel Core i7-4550U,i7-4550U,2013-08-01,22,5,1500,3000,,4096,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/75112/intel-core-i74550u-processor-4m-cache-up-to-3-00-ghz.html,Mobile,16777216,Discontinued,100,75112,40mm x 24mm x 1.5mm
809,2,4,Intel Core m7-6Y75,M7-6Y75,2015-08-01,14,4,1200,3100,,4096,4.5,7,,"",FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/88199/intel-core-m76y75-processor-4m-cache-up-to-3-10-ghz.html,Mobile,16777216,Discontinued,100,88199,20mm X 16.5mm
810,2,4,Intel Core m3-6Y30,M3-6Y30,2015-08-01,14,4,900,2200,,4096,4.5,7,,"",FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/88198/intel-core-m36y30-processor-4m-cache-up-to-2-20-ghz.html,Mobile,16777216,Discontinued,100,88198,20mm X 16.5mm
811,2,4,Intel Core m5-6Y57,M5-6Y57,2015-08-01,14,4,1100,2800,,4096,4.5,7,,"",FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/88197/intel-core-m56y57-processor-4m-cache-up-to-2-80-ghz.html,Mobile,16777216,Discontinued,100,88197,20mm X 16.5mm
812,2,4,Intel Core M-5Y70,5Y70,2014-08-01,14,5,1100,2600,,4096,4.5,,,"",,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/83612/intel-core-m5y70-processor-4m-cache-up-to-2-60-ghz.html,Mobile,16777216,Discontinued,95,83612,30mm x 16.5mm x 1.05mm
813,2,4,Intel Core M-5Y10a,5Y10a,2014-08-01,14,,800,2000,,4096,4.5,,,"",,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/83611/intel-core-m5y10a-processor-4m-cache-up-to-2-00-ghz.html,Mobile,16777216,Discontinued,95,83611,30mm x 16.5mm
814,2,4,Intel Core M-5Y10,5Y10,2014-08-01,14,,800,2000,,4096,4.5,,,"",,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,https://ark.intel.com/content/www/us/en/ark/products/83610/intel-core-m5y10-processor-4m-cache-up-to-2-00-ghz.html,Mobile,16777216,Discontinued,95,83610,30mm x 16.5mm
815,10,20,Intel Xeon E5-4610 v4,E5-4610V4,2016-05-01,14,6.4,1800,1800,,25600,105,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/93812/intel-xeon-processor-e54610-v4-25m-cache-1-80-ghz.html,Server,1610612736,Launched,79,93812,45mm x 52.5mm
816,14,28,Intel Xeon E5-4650 v4,E5-4650V4,2016-05-01,14,9.6,2200,2800,,35840,105,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/93809/intel-xeon-processor-e54650-v4-35m-cache-2-20-ghz.html,Server,1610612736,Launched,80,93809,45mm x 52.5mm
817,8,16,Intel Xeon E5-4655 v4,E5-4655V4,2016-05-01,14,9.6,2500,3200,,30720,135,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/93808/intel-xeon-processor-e54655-v4-30m-cache-2-50-ghz.html,Server,1610612736,Launched,82,93808,45mm x 52.5mm
818,12,24,Intel Xeon E5-2658A v3,E5-2658AV3,2015-02-01,22,9.6,2200,2900,,30720,105,,,"",FCLGA2011-3,DDR4 1600/1866/2133,https://ark.intel.com/content/www/us/en/ark/products/86067/intel-xeon-processor-e52658a-v3-30m-cache-2-20-ghz.html,Embedded,805306368,Launched,91,86067,52.5mm x 45mm
819,18,36,Intel Xeon E5-4669 v3,E5-4669V3,2015-05-01,22,9.6,2100,2900,,46080,135,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/85766/intel-xeon-processor-e54669-v3-45m-cache-2-10-ghz.html,Server,805306368,Discontinued,87.6,85766,52.5mm x 51mm
820,16,32,Intel Xeon E5-4667 v3,E5-4667V3,2015-05-01,22,9.6,2000,2900,,40960,135,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/85765/intel-xeon-processor-e54667-v3-40m-cache-2-00-ghz.html,Server,805306368,Discontinued,87.6,85765,52.5mm x 51mm
821,14,28,Intel Xeon E5-4660 v3,E5-4660V3,2015-05-01,22,9.6,2100,2900,,35840,120,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/85764/intel-xeon-processor-e54660-v3-35m-cache-2-10-ghz.html,Server,805306368,Discontinued,82.5,85764,52.5mm x 51mm
822,6,12,Intel Xeon E5-4655 v3,E5-4655V3,2015-05-01,22,9.6,2900,3200,,30720,135,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/85763/intel-xeon-processor-e54655-v3-30m-cache-2-90-ghz.html,Server,805306368,Discontinued,84.4,85763,52.5mm x 45mm
823,12,24,Intel Xeon E5-4650 v3,E5-4650V3,2015-05-01,22,9.6,2100,2800,,30720,105,,,"",FCLGA2011-3,DDR4,https://ark.intel.com/content/www/us/en/ark/products/85762/intel-xeon-processor-e54650-v3-30m-cache-2-10-ghz.html,Server,805306368,Discontinued,77.6,85762,52.5mm x 51mm
824,10,20,Intel Xeon E5-4624L v2,E5-4624LV2,2014-02-01,22,8,1900,2500,,25600,70,,,"",FCLGA2011,DDR3 800/1066/1333/1600/1866,https://ark.intel.com/content/www/us/en/ark/products/76350/intel-xeon-processor-e54624l-v2-25m-cache-1-90-ghz.html,Embedded,805306368,Launched,92,76350,52.5 mm x 45 mm
825,8,16,Intel Xeon E5-2687W v2,E5-2687WV2,2013-08-01,22,8,3400,4000,,25600,150,,,"",FCLGA2011,DDR3 800/1066/1333/1600/1866,https://ark.intel.com/content/www/us/en/ark/products/76161/intel-xeon-processor-e52687w-v2-25m-cache-3-40-ghz.html,Server,268435456,Discontinued,72,76161,52.5mm x 45mm
